Te,logg,MH,alpha,sf,chi2,R,L,vgf2,vgfb2
7500,3.0,0.0,0.0,6.467634398935284e-21,20.454031283068705,2.964164471280876,25.044626466951232,12.13679562032817,1.7375809177932566
7750,4.0,0.0,0.0,5.898552676820038e-21,23.339406533087903,2.8307550938213653,26.042118764502288,19.127192569263414,2.016892791510127
7500,3.5,0.0,0.0,6.467634398935284e-21,51.19208022553607,2.964164471280876,25.044626466951232,17.05543777795159,2.877338259425118
7750,4.5,0.0,0.0,6.035947618788851e-21,63.451599203528495,2.86353369295125,26.64871763585842,8.68990692263334,2.0329402504830623
7750,4.5,0.0,0.0,5.898552676820038e-21,63.80628124667227,2.8307550938213653,26.042118764502288,17.108292478156716,2.858433004169884
7750,5.0,0.0,0.0,6.035947618788851e-21,68.18256031766136,2.86353369295125,26.64871763585842,10.481727857552784,3.061697727943037
8000,5.0,0.0,0.0,5.504849654119845e-21,70.85592386550047,2.734653446591007,27.594939936006757,41.008016038857086,3.1497835283249174
7750,3.5,0.0,0.0,5.898552676820038e-21,72.13032634199114,2.8307550938213653,26.042118764502288,25.310168600400353,1.6313112447120601
7500,3.0,0.0,0.0,6.320413066173699e-21,95.81393704716504,2.930233961156853,24.47454116843967,15.92666131195124,2.147231160753178
7750,3.5,0.0,0.0,5.764285225557052e-21,96.3230302025248,2.798351708212999,25.4493277692233,56.0163645956316,3.1951547922687515
8000,4.5,0.0,0.0,5.3795439777716136e-21,106.02402987520574,2.703350127441799,26.96680241550566,86.33008562958608,4.8604907530866575
8000,5.0,0.0,0.0,5.3795439777716136e-21,128.29383513289528,2.703350127441799,26.96680241550566,78.50817930449533,5.318275403331639
7750,3.0,0.0,0.0,5.764285225557052e-21,129.74578793750595,2.798351708212999,25.4493277692233,69.27797516797551,3.2277940008542934
7500,4.0,0.0,0.0,6.618284957064447e-21,138.84881931108976,2.998487878194894,25.62799075792038,46.22377943639577,4.857176453320054
7750,4.0,0.0,0.0,5.764285225557052e-21,152.4479324385545,2.798351708212999,25.4493277692233,48.00833393368845,3.731288026764228
7500,3.5,0.0,0.0,6.618284957064447e-21,152.94629991467417,2.998487878194894,25.62799075792038,38.13743695352215,3.5742133287375983
7500,4.0,0.0,0.0,6.467634398935284e-21,153.21935821477902,2.964164471280876,25.044626466951232,23.65194731719945,4.2887769506603615
7750,4.0,0.0,0.0,6.035947618788851e-21,156.03507512737286,2.86353369295125,26.64871763585842,10.060190200427654,1.3852125225507803
7750,3.0,0.0,0.0,5.898552676820038e-21,174.182965135803,2.8307550938213653,26.042118764502288,35.3626454587207,1.767314388000421
8000,4.5,0.0,0.0,5.504849654119845e-21,192.7841000333325,2.734653446591007,27.594939936006757,49.01485107496802,2.939948201340279
8000,4.0,0.0,0.0,5.3795439777716136e-21,194.61788311223034,2.703350127441799,26.96680241550566,100.57592390709867,5.015710209598337
7750,5.0,0.0,0.0,6.176542900080358e-21,197.23639084172382,2.8966918503704626,27.269446010042568,23.347889534158885,3.173227012186075
7750,5.0,0.0,0.0,5.898552676820038e-21,200.64390573105942,2.8307550938213653,26.042118764502288,18.90250677164962,4.08141905507741
7500,4.5,0.0,0.0,6.618284957064447e-21,201.23345994502117,2.998487878194894,25.62799075792038,55.19028827722855,6.378635203747928
7500,3.5,0.0,0.0,6.320413066173699e-21,209.14831150256006,2.930233961156853,24.47454116843967,17.802016286304415,3.350971990326154
7500,3.0,0.0,0.0,6.618284957064447e-21,210.74555145240373,2.998487878194894,25.62799075792038,29.963253340388047,2.50426671526202
8000,4.0,0.0,0.0,5.2570906068470805e-21,245.12578855942633,2.672405134423816,26.35296305059311,156.5971543922602,7.7155947652834085
8250,5.0,0.0,0.0,5.0204825535818575e-21,259.32557306368034,2.6115737668323598,28.46330321797485,150.22031526429498,7.769556790554856
7250,3.0,0.0,0.0,7.256805151283706e-21,276.5376618329303,3.1398022582424647,24.537003870675548,140.36050043465153,10.25220173789181
8000,4.5,0.0,0.0,5.2570906068470805e-21,277.917440695297,2.672405134423816,26.35296305059311,141.50516222269493,7.774809008349301
8000,5.0,0.0,0.0,5.6330740746199915e-21,280.295877697546,2.7663192410924866,28.237708658924145,22.681545310487465,2.0302862957339696
7250,3.0,0.0,0.0,7.091620099058275e-21,284.55011637535364,3.103861238996428,23.978473473160864,87.39200934970293,8.177074848180629
8250,5.0,0.0,0.0,4.906202418519449e-21,289.4899335626052,2.5816793291270033,27.815399335956226,214.15932927601298,10.955266111255781
7750,4.5,0.0,0.0,5.764285225557052e-21,317.04316104401613,2.798351708212999,25.4493277692233,45.38617776265475,4.752842421597111
7750,3.5,0.0,0.0,6.035947618788851e-21,317.1917627228003,2.86353369295125,26.64871763585842,14.280797507441118,1.1613732934470535
8000,3.5,0.0,0.0,5.2570906068470805e-21,318.57346625528623,2.672405134423816,26.35296305059311,178.60455038751925,8.331044843814785
7500,4.5,0.0,0.0,6.7724446174812055e-21,326.1108541540205,3.033208731429318,26.224943348815962,101.8427571412292,8.030554992691508
7750,4.5,0.0,0.0,6.176542900080358e-21,334.0654633624272,2.8966918503704626,27.269446010042568,21.56060012729538,2.353718534659405
7500,5.0,0.0,0.0,6.618284957064447e-21,335.8451870396236,2.998487878194894,25.62799075792038,65.57213983361417,8.063733507933087
7500,4.5,0.0,0.0,6.467634398935284e-21,337.4561726870799,2.964164471280876,25.044626466951232,32.034047056802194,5.957382285519253
7750,3.0,0.0,0.0,5.6330740746199915e-21,341.11291784000076,2.7663192410924866,24.87003034438924,121.29754572363034,5.714429227490398
7500,5.0,0.0,0.0,6.7724446174812055e-21,341.9754266335034,3.033208731429318,26.224943348815962,112.57889838598393,9.572067993862767
8000,3.5,0.0,0.0,5.3795439777716136e-21,355.17253996142864,2.703350127441799,26.96680241550566,120.4815086729511,5.80615315885327
8250,4.5,0.0,0.0,4.906202418519449e-21,365.0686254174973,2.5816793291270033,27.815399335956226,233.23349622651816,11.38539811794391
7750,3.5,0.0,0.0,5.6330740746199915e-21,371.77353317509795,2.7663192410924866,24.87003034438924,105.0545837489126,5.778288294181039
7250,3.5,0.0,0.0,7.256805151283706e-21,372.86910155214497,3.1398022582424647,24.537003870675548,160.48129643460027,12.304481791808252
7500,4.0,0.0,0.0,6.7724446174812055e-21,394.3616538422293,3.033208731429318,26.224943348815962,92.25988578500613,6.668436852203323
8000,4.0,0.0,0.0,5.504849654119845e-21,411.34761043047337,2.734653446591007,27.594939936006757,62.33838054062724,3.3247671121707736
7500,3.0,0.0,0.0,6.176542900080358e-21,419.01697281877824,2.8966918503704626,23.917432595614482,39.886171100967246,3.6542823884834963
7500,4.0,0.0,0.0,6.320413066173699e-21,419.4449935618259,2.930233961156853,24.47454116843967,23.001374740189707,4.880865046471328
8000,3.0,0.0,0.0,5.2570906068470805e-21,431.55483671349305,2.672405134423816,26.35296305059311,200.15194244811005,9.371534650007403
8000,5.0,0.0,0.0,5.2570906068470805e-21,434.7378170067442,2.672405134423816,26.35296305059311,133.8638549071932,8.46352443336174
7250,3.5,0.0,0.0,7.091620099058275e-21,473.9749124591311,3.103861238996428,23.978473473160864,104.86948389221962,10.271927560004759
8250,4.5,0.0,0.0,5.0204825535818575e-21,475.4403157048361,2.6115737668323598,28.46330321797485,169.2319916983504,8.476404961138648
7750,3.0,0.0,0.0,6.035947618788851e-21,492.67061418188416,2.86353369295125,26.64871763585842,20.883590381783286,1.4079835887570058
8250,5.0,0.0,0.0,5.137424614948119e-21,497.7827676997932,2.6418143658117508,29.12629872011601,103.44421612381693,5.5550200023173355
8250,4.5,0.0,0.0,4.794523616920606e-21,514.6610006160448,2.5521270902203446,27.182243546845868,313.16314740841585,15.215507424233449
7750,4.0,0.0,0.0,5.6330740746199915e-21,525.7540779407375,2.7663192410924866,24.87003034438924,95.35151718150168,6.45437527352707
7250,4.0,0.0,0.0,7.256805151283706e-21,527.1640942118499,3.1398022582424647,24.537003870675548,178.45929871724942,14.40536642118952
7500,3.5,0.0,0.0,6.7724446174812055e-21,532.8735793746176,3.033208731429318,26.224943348815962,82.58603544445383,5.524546169434469
7250,3.5,0.0,0.0,7.425837857655521e-21,535.186518433591,3.1761594548769154,25.108544112428124,241.79495175892376,15.676436858379562
8000,3.5,0.0,0.0,5.137424614948119e-21,537.0620871624931,2.6418143658117508,25.753096375512673,253.1040678839413,11.80581896561636
7250,3.0,0.0,0.0,7.425837857655521e-21,538.7121565222294,3.1761594548769154,25.108544112428124,218.863873691116,13.67202715030684
8250,4.0,0.0,0.0,4.906202418519449e-21,540.9159986506097,2.5816793291270033,27.815399335956226,260.33532785489024,12.575696988985598
7250,3.0,0.0,0.0,6.930195117678055e-21,544.7074945973413,3.068331633195634,23.432656779674254,58.30832276342328,7.359019592731846
8000,4.0,0.0,0.0,5.137424614948119e-21,544.982619082793,2.6418143658117508,25.753096375512673,229.15769396056092,11.354312261098366
8000,3.0,0.0,0.0,5.3795439777716136e-21,545.2545606749549,2.703350127441799,26.96680241550566,140.47568772158397,7.02664322304396
8000,4.5,0.0,0.0,5.6330740746199915e-21,556.601126266279,2.7663192410924866,28.237708658924145,30.87774540803875,2.086363805201377
7750,4.0,0.0,0.0,6.176542900080358e-21,569.113323672167,2.8966918503704626,27.269446010042568,22.234373719030135,1.9143756784770187
8250,5.0,0.0,0.0,4.794523616920606e-21,570.3156124771675,2.5521270902203446,27.182243546845868,294.0502022808323,15.044062635183499
8500,5.0,0.0,0.0,4.5787345076638245e-21,574.1373036110875,2.49403358517296,29.251302426531225,331.48436992042934,16.347989354080617
7250,4.0,0.0,0.0,7.425837857655521e-21,576.9375626243851,3.1761594548769154,25.108544112428124,261.211909924514,17.684669735249336
7750,5.0,0.0,0.0,5.764285225557052e-21,577.0297079820391,2.798351708212999,25.4493277692233,47.18078750687475,6.155840182361443
8000,3.0,0.0,0.0,5.137424614948119e-21,577.9731954598993,2.6418143658117508,25.753096375512673,276.07892749799805,12.677256781511757
7500,5.0,0.0,0.0,6.467634398935284e-21,582.7512836511672,2.964164471280876,25.044626466951232,42.07462009503224,7.774755818475068
8250,4.0,0.0,0.0,4.794523616920606e-21,592.2874576296233,2.5521270902203446,27.182243546845868,341.59269635849483,16.183974167443367
7750,5.0,0.0,0.0,6.320413066173699e-21,606.3671102292592,2.930233961156853,27.90463300545503,59.009294982386514,4.496790732647632
7500,3.5,0.0,0.0,6.176542900080358e-21,609.3186129229435,2.8966918503704626,23.917432595614482,38.91944393339209,4.91650285831703
7500,5.0,0.0,0.0,6.930195117678055e-21,619.2322558362031,3.068331633195634,26.835800751803234,184.72465780888692,12.385311030519421
8500,5.0,0.0,0.0,4.4745097857638525e-21,635.3522569113611,2.465484618801065,28.585461492641233,419.60937896581385,20.459479130783244
8000,3.5,0.0,0.0,5.504849654119845e-21,665.0628257956309,2.734653446591007,27.594939936006757,79.96998234581694,4.301850580155098
7250,4.5,0.0,0.0,7.425837857655521e-21,679.4165917453909,3.1761594548769154,25.108544112428124,279.17586112065686,19.738198278056842
7500,3.0,0.0,0.0,6.7724446174812055e-21,685.4788076205764,3.033208731429318,26.224943348815962,70.93244964464387,4.530577648734569
8000,4.5,0.0,0.0,5.137424614948119e-21,691.0242213173818,2.6418143658117508,25.753096375512673,213.29148668480667,11.613587011904777
7500,4.5,0.0,0.0,6.320413066173699e-21,717.2121238524493,2.930233961156853,24.47454116843967,30.8294847632649,6.685086088244899
8250,3.5,0.0,0.0,4.794523616920606e-21,724.2225374036598,2.5521270902203446,27.182243546845868,370.3003256964132,17.634097183814514
7500,4.5,0.0,0.0,6.930195117678055e-21,730.6249675397695,3.068331633195634,26.835800751803234,173.6206740824817,10.9993446723507
7250,4.0,0.0,0.0,7.091620099058275e-21,733.1439547897194,3.103861238996428,23.978473473160864,121.48615605622707,12.45712749257495
7250,4.5,0.0,0.0,7.256805151283706e-21,739.3817375204603,3.1398022582424647,24.537003870675548,195.6774178444737,16.562851831576438
